Timestamp,SourceID,Event Type
3.8363426866708874,99,ON
3.861035444762389,33,OFF
3.8856071565546317,52,OFF
3.910816473059297,20,ON
3.9462374510402416,23,ON
3.952582874095868,30,ON
3.976586104677212,59,OFF
3.986681718955034,17,ON
3.9951925836949833,53,ON
4.016211018938324,39,ON
4.027902654201738,13,ON
4.081653497929615,19,OFF
4.08421473906864,68,ON
4.085310392986506,42,OFF
4.11028184274208,58,ON
4.130693749023191,92,OFF
4.151519770781352,62,ON
4.229595780860806,86,ON
4.232174791967104,61,ON
4.234557625791818,32,ON
4.2372801433490705,37,OFF
4.238940701159347,44,OFF
4.2406773919147565,14,OFF
4.2574976537423765,10,ON
4.295181158103475,51,ON
4.3275288810289885,11,ON
4.347277210130556,9,ON
4.375186211700724,93,ON
4.398053052608577,89,ON
4.413072746164362,81,ON
4.451900915007965,73,OFF
4.458865753659685,41,OFF
4.465133722571052,71,OFF
4.471651483905735,76,OFF
4.474314863198452,47,ON
4.500377237987811,5,ON
4.503292789041935,8,ON
4.534941913688812,63,ON
4.540787626043858,50,OFF
4.569760216975264,67,ON
4.5782358056672035,36,ON
4.5846199910248675,84,ON
4.588984067739841,88,ON
4.609231754190895,96,ON
4.638811837736113,4,ON
4.652219359315357,0,ON
4.657529351001267,22,OFF
4.659249442986317,55,ON
4.729913618072069,25,ON
4.74894369758962,16,OFF
4.817340527636873,34,OFF
4.844133164535728,1,ON
4.873502216287998,70,ON
4.8798728275619165,2,ON
4.9158078803017125,74,ON
4.920650862528593,20,OFF
4.971896998577217,30,OFF
4.9779420159158745,29,OFF
4.997048204213748,31,OFF
5.075116828250497,24,ON
5.109570305345929,99,OFF
5.13012122774817,95,ON
5.139235086629371,68,OFF
5.207250715189013,15,OFF
5.22342756354152,33,ON
5.23508732121037,38,OFF
5.249920230933425,59,ON
5.250930349799402,65,OFF
5.296139054241219,42,ON
5.298805026079474,61,OFF
5.299464526387965,52,ON
5.344040409301538,44,ON
5.349349388900576,82,ON
5.351318067439337,23,OFF
5.373293087909385,53,OFF
5.389386005363857,27,ON
5.3898668854549685,79,OFF
5.407618099326111,92,ON
5.429341787273382,93,OFF
5.438920043093759,11,OFF
5.465327304438832,72,OFF
5.491464408103489,51,OFF
5.562006829887465,37,ON
5.5972033459490955,18,ON
5.616612361169038,8,OFF
5.620349267497675,91,OFF
5.6388014323948195,50,ON
5.687905013511883,10,OFF
5.709994718023818,71,ON
5.763567958799198,86,OFF
5.782450601707407,7,OFF
5.8148086082973505,81,OFF
5.823904806643457,5,OFF
5.8304593707123376,19,ON
5.850175587769829,22,ON
5.865715250374369,41,ON
5.891980204429491,0,OFF
5.917788697453378,57,ON
5.940370142658726,46,OFF
5.956456704152549,98,OFF
5.972504478903142,20,ON
5.9736304304317365,47,OFF
5.98981714037318,28,ON
6.025885923479128,74,OFF
6.092039037642748,24,OFF
6.109110404836564,4,OFF
6.123128061844506,73,ON
6.132880378699452,31,ON
6.136140012323855,87,ON
6.159377201925512,29,ON
6.190423607870784,40,ON
6.221484387925736,55,OFF
6.229160117147564,95,OFF
6.2323112712261235,33,OFF
6.284186040382084,56,ON
6.285224513000226,36,OFF
6.303802085400162,52,OFF
6.332613998803653,26,ON
6.335263803155603,13,OFF
6.360190142817411,65,ON
6.38564691807877,12,ON
6.386018754535467,63,OFF
6.392060278709797,2,OFF
6.398225228943922,34,ON
6.405068505550805,79,ON
6.405190470579651,25,OFF
6.4087245019059385,80,OFF
6.414612548086823,97,ON
6.459316304378476,82,OFF
6.485115388434895,53,ON
6.494406564412125,67,OFF
6.516511644421979,51,ON
6.522634056241294,88,OFF
6.527731044338386,38,ON
6.55684540599033,16,ON
6.609204609522326,3,ON
6.627059707799415,8,ON
6.636413526649833,77,ON
6.64689356150241,59,OFF
6.696609922655622,11,ON
6.74780980531165,70,OFF
6.809138203944077,72,ON
6.858983170427285,22,OFF
6.908273683856195,6,ON
6.92704120520096,86,ON
6.952536429765435,50,OFF
7.0082019916495035,57,OFF
7.013488789016624,83,OFF
7.062633049128326,71,OFF
7.116191239899299,7,ON
7.127000490482036,73,OFF
7.143342738620118,10,ON
7.153208195478909,68,ON
7.157280947804568,49,ON
7.161876812723769,28,OFF
7.194276229154735,61,ON
7.223759124301324,55,ON
7.252774917694133,99,ON
7.281879749013805,33,ON
7.337625477948412,91,ON
7.34150739942516,56,OFF
7.345200043249172,46,ON
7.362109383567159,39,OFF
7.3784977958632165,81,ON
7.391249278425298,13,ON
7.408808520608979,4,ON
7.410489445109101,76,ON
7.418133687076843,42,OFF
7.432216407528317,41,OFF
7.433896584312784,98,ON
7.475104901694258,2,ON
7.521785307922133,63,ON
7.531270759932287,15,ON
7.542289725733126,12,OFF
7.670507239003844,19,OFF
7.684269491355586,88,ON
7.693524170217741,36,ON
7.730621784185313,44,OFF
7.73374663041257,82,ON
7.768115075211503,92,OFF
7.789193654389362,65,OFF
7.7894322305794645,26,OFF
7.81246638772375,95,ON
7.815085736883136,85,OFF
7.869910501575992,96,OFF
7.889416853849724,0,ON
7.941228670188913,67,ON
7.979401263605449,38,OFF
8.012352016545622,6,OFF
8.017983887377724,29,OFF
8.065373742650886,77,OFF
8.069516468857477,1,OFF
8.089171636422854,93,ON
8.108082985991661,58,OFF
8.141014835597376,72,OFF
8.1743724335436,86,OFF
8.188183776842177,28,ON
8.240003928194387,11,OFF
8.240209204546732,16,OFF
8.27298286465127,52,ON
8.280917063151055,24,ON
8.347243916546377,5,ON
8.377247460964167,10,OFF
8.394094453311622,39,ON
8.399167038980847,7,OFF
8.401597631504197,56,ON
8.453244632598897,33,OFF
8.459347927342558,40,OFF
8.459503911216657,46,OFF
8.46176235883356,27,OFF
8.50333840892764,99,OFF
8.507057799840492,68,OFF
8.617288491555334,32,OFF
8.617554261839913,63,OFF
8.645185227710165,15,OFF
8.665279598607176,12,ON
8.747523105633206,88,OFF
8.780504133120825,13,OFF
8.805083889312664,80,ON
8.821382860836952,20,OFF
8.823312280068766,91,OFF
8.832508052889768,61,OFF
8.838333346982193,92,ON
8.839586733153693,76,OFF
8.841282631517688,41,ON
8.856821117651094,71,ON
8.890423827931905,51,OFF
8.9120678975589,2,OFF
8.978655685608357,50,ON
9.030031815105334,19,ON
9.044008469106041,57,ON
9.068981777768867,64,ON
9.099987173598983,53,OFF
9.145973702894509,95,OFF
9.149109652173763,29,ON
9.17841120610297,77,ON
9.200062715663655,37,OFF
9.20597409266715,44,ON
9.250979138233564,4,OFF
9.253568115732604,38,ON
9.300347480170123,98,OFF
9.301512425039146,1,ON
9.398714832069942,85,ON
9.398971972406576,82,OFF
9.40144769521786,58,ON
9.440411069245954,52,OFF
9.446893001526877,26,ON
9.447838770631297,65,ON
9.469242961168664,97,OFF
9.497596825639448,5,OFF
9.531642111813774,33,ON
9.539774414794016,86,ON
9.568303694630039,59,ON
9.630027074062077,67,OFF
9.652822407131909,27,ON
9.684476471769644,7,ON
9.693669639956187,89,OFF
9.734298212833341,42,ON
9.746384302456343,32,ON
9.749555770356757,25,ON
9.756604929994241,10,ON
9.76488642877009,46,ON
9.771116805863972,15,ON
9.815059686297465,93,OFF
9.918962590313233,13,ON
9.921886227930424,12,OFF
9.93585006134568,73,ON
9.98398413690712,76,ON
9.991231765509124,96,ON
10.003336282177875,81,OFF
10.017450436081706,41,OFF
10.033582233544786,20,ON
10.045600816348914,71,OFF
10.069362152196039,63,ON
10.074292226309137,80,OFF
10.089105849493366,50,OFF
10.092804827939963,83,ON
10.139754199966202,64,OFF
10.167415272390514,0,OFF
10.227291424068774,28,OFF
10.240438859404323,2,ON
10.281612558761214,38,OFF
10.304703059670901,95,ON
10.31456135795518,91,ON
10.351226154735738,68,ON
10.352734839132344,1,OFF
10.415845047717262,74,ON
10.416341846294468,70,ON
10.453690121799038,82,ON
10.484516639498608,26,OFF
10.494742468221633,57,OFF
10.589315250315437,75,ON
10.639843613307823,97,ON
10.677189737297924,85,OFF
10.695322527369685,4,ON
10.740818087074224,27,OFF
10.763938355832682,7,OFF
10.860232003039545,67,ON
10.899234299821604,90,ON
10.919326432347539,89,ON
10.926705382639117,40,ON
10.973162479682976,29,OFF
10.980542851694127,33,OFF
10.9938854199434,11,ON
11.011808032486444,56,OFF
11.028185008683854,96,OFF
11.080351870028588,41,ON
11.118895496632877,76,OFF
11.119587954478943,13,OFF
11.144451661827768,15,OFF
11.162478500986571,20,OFF
11.17383975716841,19,OFF
11.175749795764775,10,OFF
11.23873850002824,48,OFF
11.24002985408287,93,ON
11.258176374791415,77,OFF
11.299452546699888,16,ON
11.310118693295475,28,ON
11.313662189802221,58,OFF
11.315592250400567,2,OFF
11.325770148476671,38,ON
11.376745504401738,21,ON
11.385178553015766,5,ON
11.418493928350793,71,ON
11.428931175086166,46,OFF
11.458321103993917,36,OFF
11.459466219594981,18,OFF
11.47388020430638,3,OFF
11.477346054228784,51,ON
11.53781692083763,73,OFF
11.542994313491086,63,OFF
11.571299626676323,52,ON
11.615318131730541,80,ON
11.681796641270804,8,OFF
11.71010369520427,85,ON
11.767884491543764,53,ON
11.768329505613853,32,OFF
11.777627520435043,22,ON
11.857126844393044,65,OFF
11.935746869241472,92,OFF
11.936140735842136,89,OFF
11.939093160736828,99,ON
11.946545673066007,44,OFF
12.008442123606805,17,OFF
12.030807194868208,96,ON
12.057239272319865,64,ON
12.083360190386736,11,OFF
12.101910401429564,1,ON
12.14714884348075,43,ON
12.16761539975565,27,ON
12.212620406941804,90,OFF
12.221573105633917,76,ON
12.223508558385458,19,ON
12.225748268595922,67,OFF
12.262680151623371,4,OFF
12.284835754010148,74,OFF
12.333710455948061,33,ON
12.349067807091405,93,OFF
12.35291438307864,83,OFF
12.404204691887687,20,ON
12.411322595081351,2,ON
12.432862446886281,21,OFF
12.470374280860836,58,ON
12.490156667128305,28,OFF
12.513817331112007,98,ON
12.530266327847885,50,ON
12.533357263920868,36,ON
12.55550204153419,39,OFF
12.576727120119477,3,ON
12.606687531584871,10,ON
12.610605759096982,97,OFF
12.627276649456068,46,ON
12.62732626937347,15,ON
12.63473280007769,75,OFF
12.647551566101864,52,OFF
12.684194374886752,77,ON
12.684550136422391,81,ON
12.690328443646596,31,OFF
12.727917160434238,42,OFF
12.75723418056891,71,OFF
12.816605794142493,22,OFF
12.82903651760492,55,OFF
12.864496403964111,5,OFF
12.882833893283962,85,OFF
12.888287602301283,48,ON
12.897827162150586,38,OFF
12.95002091103447,41,OFF
12.956176804632374,73,ON
12.967119791964645,78,ON
12.968620061678628,16,OFF
12.981390233543951,56,ON
12.99376350746603,40,OFF
12.998945402196565,60,ON
13.01085260661819,80,OFF
13.118944991273255,89,ON
13.120892452831587,44,ON
13.138770063071048,11,ON
13.1705734053621,96,OFF
13.190917889066961,43,OFF
13.202489081483078,23,ON
13.230620406901169,63,ON
13.301801380871945,51,OFF
13.33320882099856,1,OFF
13.34891334661636,86,OFF
13.395546259512866,53,OFF
13.430297569331678,37,ON
13.487130760079632,27,OFF
13.512714760545185,72,ON
13.513763744390795,12,ON
13.525219269153766,61,ON
13.533936484109928,21,ON
13.542141951489473,64,OFF
13.553688071093573,57,ON
13.561436822298461,50,OFF
13.584019572348108,83,ON
13.586972503360357,98,OFF
13.60844679118908,3,OFF
13.653782920937255,97,ON
13.675181481694704,58,OFF
13.696137848630235,77,OFF
13.718593021339494,91,OFF
13.779784400098979,76,OFF
13.784620217322514,31,ON
13.873778745360058,59,OFF
13.882439665047546,65,ON
13.919959750182588,85,ON
13.924803992134635,52,ON
13.927666221893283,81,OFF
13.981577393167562,17,ON
13.989460227076394,55,ON
13.994940958560887,39,ON
14.009581062954862,16,ON
14.02118353210387,73,OFF
14.058026517800576,42,ON
14.113329286862719,49,OFF
14.13175904365214,93,ON
14.136606209271374,68,OFF
14.209047626032467,11,OFF
14.210473084121295,5,ON
14.221883965712667,32,ON
14.255643116508717,44,OFF
14.377487407268024,90,ON
14.411996124980181,82,OFF
14.437957162253388,23,OFF
14.452886492312032,26,ON
14.46852138978403,41,ON
14.485047035946971,37,OFF
14.49669796018747,89,OFF
14.512812063534152,71,ON
14.536382037409208,2,OFF
14.547803378115587,72,OFF
14.576407874236693,69,OFF
14.642158188497744,12,OFF
14.69939294697998,15,OFF
14.755643617336313,56,OFF
14.769432720320395,38,ON
14.787963970799984,36,OFF
14.82673741369861,57,OFF
14.876384093077665,7,ON
14.892263650811143,21,OFF
14.909493174950727,77,ON
14.987466194274774,97,OFF
14.991037633716257,0,ON
15.01026013978019,67,ON
15.015834470118167,50,ON
15.079206573860185,86,ON
15.088760777915683,63,OFF
15.11473202111464,48,OFF
15.131670395956561,40,ON
15.133676278122186,31,OFF
15.135318899756843,93,OFF
15.146327993623359,64,ON
15.235552684889546,51,ON
15.241317163130947,73,ON
15.2557201676879,1,ON
15.288355481457048,20,OFF
15.297275751977939,44,ON
15.309949342553084,5,OFF
15.337949580439426,61,OFF
15.345261527123485,18,ON
15.35131943907825,99,OFF
15.401966751910496,16,OFF
15.412507091539114,91,ON
15.419465400754397,11,ON
15.453977400919868,13,ON
15.509423607445832,53,ON
15.546754438676777,81,ON
15.556292243347102,70,OFF
15.557149029288986,3,ON
15.573126802524856,76,ON
15.592779075321118,27,ON
15.624094680454702,72,ON
15.650931303386187,26,OFF
15.663701154518595,43,ON
15.676576129027953,74,ON
15.683964716837835,32,OFF
15.692441993406543,23,ON
15.707711612893291,71,OFF
15.722906005540965,83,OFF
15.76443986642843,15,ON
15.80638732488854,65,OFF
15.811424482612297,41,OFF
15.829745687192345,69,ON
15.87248036339838,79,OFF
15.89193291582275,49,ON
16.02142439308819,50,OFF
16.03141612965439,17,OFF
16.060480196059547,77,OFF
16.072933986656743,56,ON
16.143452184313887,42,OFF
16.161222617941107,64,OFF
16.167731266473155,4,ON
16.185014657139437,92,ON
16.20201681303176,68,ON
16.26750945284035,63,ON
16.29930082045184,31,ON
16.30401396365479,98,ON
16.313327633231246,2,ON
16.342643407946138,28,ON
16.346293004461682,48,ON
16.427668757378765,86,OFF
16.446561158218206,67,OFF
16.450077794036908,55,OFF
16.524546368838962,91,OFF
16.533438616403206,60,OFF
16.538820986606243,99,ON
16.55870071160359,53,OFF
16.560666048607438,89,ON
16.57253861870086,96,ON
16.593008727821,61,ON
16.741755214528702,71,ON
16.760503499624267,81,OFF
16.785274933039915,88,ON
16.78852578891925,72,OFF
16.8215827381905,11,OFF
16.868128506388874,1,OFF
16.961959632631398,49,OFF
16.973595758932483,44,OFF
17.001949605180197,18,OFF
17.1350405849843,13,OFF
17.14225352186622,40,OFF
17.143967083579486,77,ON
17.180658704678397,65,ON
17.180702797767445,4,OFF
17.18933441166808,29,ON
17.20669088326512,32,ON
17.209962241358525,6,ON
17.211382289194436,27,OFF
17.226107174767648,70,ON
17.256613999775492,23,OFF
17.28666713304828,7,OFF
17.29722554298836,56,OFF
17.320384036678753,5,ON
17.350226037202862,39,OFF
17.366175183627302,64,ON
17.387307787384607,10,OFF
17.41921417331806,82,ON
17.429970951981453,76,OFF
17.437366778151684,41,ON
17.453042817068173,73,OFF
17.453503028255994,59,ON
17.473455377340958,14,ON
17.491665911001594,67,ON
17.49338942670476,98,OFF
17.518613382637266,93,ON
17.51922307571213,43,OFF
17.58453317901017,17,ON
17.58528991861969,86,ON
17.58581415198441,26,ON
17.58589242964883,91,ON
17.58634729713099,89,OFF
17.58939410849457,99,OFF
17.60494321094118,21,ON
17.620229517217616,31,OFF
17.675317269404463,16,ON
17.82071386371868,78,OFF
17.865183162480648,85,OFF
17.928906454930804,72,ON
17.932394599127377,46,OFF
17.934418877832147,48,OFF
18.00055082461944,84,OFF
18.01759169828638,44,ON
18.04770367744458,57,ON
18.070357163246737,42,ON
18.09381863060076,71,OFF
18.156401578448868,81,ON
18.163820776817634,3,OFF
18.189461933142525,53,ON
18.26461451013357,27,ON
18.27022624503345,4,ON
18.31839091052244,49,ON
18.318679709287046,29,OFF
18.32255804702462,63,OFF
18.35153399904887,55,ON
18.37362310145539,23,ON
18.384638935668047,20,ON
18.398414428927694,1,ON
18.413014584258274,68,OFF
18.430563779417426,13,ON
18.478440149333423,22,ON
18.495509949038176,41,OFF
18.507486125708382,56,ON
18.50954469546387,37,ON
18.517204816542147,35,OFF
18.539467229296065,93,OFF
18.55736852867189,2,OFF
18.59493834823877,99,ON
18.602232159661877,40,ON
18.60378946260212,6,OFF
18.621138516497975,70,OFF
18.628119418555464,67,OFF
18.6381971435151,31,ON
18.678011238544798,58,ON
18.686238836217044,21,OFF
18.710754435301567,91,OFF
18.722526169537865,59,OFF
18.81874655345883,14,OFF
18.824386418022222,89,ON
18.891758856632467,10,ON
18.898151516596265,5,OFF
18.902524187392956,61,OFF
18.940305155750558,74,OFF
19.026898124340324,83,ON
19.06561114683408,11,ON
19.078146314879273,0,OFF
19.148543994984003,16,OFF
19.15435568458582,42,OFF
19.208146354063416,50,ON
19.22594132994939,64,OFF
19.2434782943579,53,OFF
19.313268337336666,98,ON
19.320424005832187,32,OFF
19.337174678540865,27,OFF
19.442301271041934,36,ON
19.447121242930727,7,ON
19.46977594861874,84,ON
19.503266188474125,20,OFF
19.530867411972885,39,ON
19.531959967459223,46,ON
19.566990606390558,17,OFF
19.576219591186806,55,OFF
19.576421412123185,49,OFF
19.57986354424983,95,OFF
19.595257954447717,37,OFF
19.60339291454617,62,OFF
19.634161261722028,28,OFF
19.666806219818174,40,OFF
19.696742186755902,35,ON
19.701008975218556,31,OFF
19.719516850506384,68,ON
19.737128076108238,51,OFF
19.760837801268465,33,OFF
19.826968000525163,43,ON
19.836121056050295,78,ON
19.837632360010264,41,ON
19.845316346543804,72,OFF
19.883143438153773,13,OFF
19.914240103032995,61,ON
19.964993198356535,18,ON
19.980088807210745,97,ON
19.989484254421814,81,OFF
19.998203500896885,52,OFF
20.03504720925336,44,OFF
20.042444552102225,14,ON
20.068005882119426,70,ON
20.1262379272657,6,ON
20.2004803570303,57,OFF
20.200773143577127,4,OFF
20.210418266980074,89,OFF
20.22564608566186,93,ON
20.242604408104977,73,ON
20.30028485618917,15,OFF
20.303253582988393,0,ON
20.323692952451186,56,OFF
20.370472603993157,67,ON
20.37078896954798,83,OFF
20.374339949756653,98,OFF
20.39948519796278,92,OFF
20.40281720031969,27,ON
20.40573811503622,32,ON
20.429319320983616,24,OFF
20.44728266420528,71,ON
20.464377074292052,7,OFF
20.504493277104835,53,ON
20.536848187546862,1,OFF
20.541272193643227,76,ON
20.575466001968135,46,OFF
20.582545296298726,88,OFF
20.591251767042262,22,OFF
20.619701422938963,23,OFF
20.628430380900543,84,OFF
20.637250200377,62,ON
20.66310899294929,17,ON
20.70150660593858,40,ON
20.702392514366263,31,ON
20.70335254312603,91,ON
20.71955068277599,79,ON
20.87359042589251,41,OFF
20.87387060561746,51,ON
20.925578466060642,78,OFF
20.994529248206618,25,OFF
21.02456363746346,39,OFF
21.0468544794866,81,ON
21.095985434225867,14,OFF
21.096937679884107,97,OFF
21.11018136689129,52,ON
21.135966007985388,35,OFF
21.15263072553964,43,OFF
21.207770223264014,63,ON
21.251727011305867,49,ON
21.265219229559076,18,OFF
21.26537490377598,93,OFF
21.319766606541883,15,ON
21.42094064731823,5,ON
21.423042874652815,44,ON
21.44451873578884,8,ON
21.44548172640813,92,ON
21.490886175338602,56,ON
21.512293479318064,73,OFF
21.57149661069772,83,ON
21.58170035481995,37,ON
21.604992215412437,88,ON
21.647792766669106,71,OFF
21.65049612187964,0,OFF
21.673958297262434,20,ON
21.703189010817383,50,OFF
21.754005484225548,13,ON
21.77076577178032,74,ON
21.795941307988336,23,ON
21.83669676720231,96,OFF
21.84229319944361,84,ON
21.87573454158832,1,ON
21.903106582394127,68,OFF
21.913502994974234,41,ON
21.990272450067252,85,ON
21.99170363784266,79,OFF
22.008149019719752,38,OFF
22.04013942500213,62,OFF
22.052793495585142,95,ON
22.072530632927304,89,ON
22.08324556297652,17,OFF
22.08368314751859,98,ON
22.11930772179642,54,OFF
22.12304270809031,76,OFF
22.127687401868624,22,ON
22.143712499651794,51,OFF
22.15510701608121,78,ON
22.1646974697921,25,ON
22.19886326534843,35,ON
22.219243623565696,81,OFF
22.229669195948922,26,OFF
22.24946249000999,39,ON
22.26991575662939,40,OFF
22.34394371905077,63,OFF
22.416950589601967,12,ON
22.42826795253631,10,OFF
22.444219761189437,32,OFF
22.452164698573966,53,OFF
22.487700822881187,66,OFF
22.50001027192553,56,OFF
22.52676667263518,8,OFF
22.551703251136505,67,OFF
22.569062767796424,64,ON
22.592182855760857,77,OFF
22.606120096117476,14,ON
22.63312461575204,18,ON
22.668011313471474,46,ON
22.668718918074347,5,OFF
22.688993667418607,15,OFF
22.703208930617116,97,ON
22.705602269678323,43,ON
22.756321105987976,71,ON
22.906799487028575,96,ON
22.96125521757972,72,ON
22.964629418124126,86,OFF
23.046928101424406,50,ON
23.066461987730854,27,OFF
23.104512917507616,95,OFF
23.107781406367902,73,ON
23.115818670088036,68,ON
23.151471062801413,80,ON
23.184910567626147,78,OFF
23.189528076417442,54,ON
23.221384893370228,37,OFF
23.238350226692877,74,OFF
23.254104052409215,60,ON
23.306749504577965,44,OFF
23.318975548977164,88,OFF
23.324990564436213,31,OFF
23.345802777845506,81,ON
23.347731457113596,57,ON
23.368317808615263,35,OFF
23.37936071860074,40,ON
23.391552615166393,89,OFF
23.392455622121343,38,ON
23.43220676212545,93,ON
23.48838206097521,49,OFF
23.488879903298606,66,ON
23.526171949969818,25,OFF
23.544079636611656,28,ON
23.554669600954632,13,OFF
23.569576729031045,1,OFF
23.586545366081197,2,ON
23.652640199411543,64,OFF
23.6635686222957,92,OFF
23.70467400820392,67,ON
23.72776099002875,51,ON
23.80400843509332,15,ON
23.810371831977694,46,OFF
23.826931600240645,71,OFF
23.840425922336987,7,ON
23.84392969287788,17,ON
23.866832976452812,30,ON
23.890867981855692,20,OFF
23.910251557469806,53,ON
23.983400437093906,43,OFF
23.992751220605253,70,OFF
24.02676842208309,62,ON
24.059942088821312,0,ON
24.09034175917924,41,OFF
24.19736087394373,39,OFF
24.20764919461544,14,OFF
24.22877133622553,72,OFF
24.255479031828404,54,OFF
24.25686421371097,3,ON
24.26800528483818,77,ON
24.2719597312847,12,OFF
24.298952093261438,91,OFF
24.355506222624857,78,ON
24.365625023504602,88,ON
24.385697499793334,86,ON
24.46233742983938,18,OFF
24.510778767611058,57,OFF
24.529128201335766,80,OFF
24.53552970718095,85,OFF
24.54155683632559,89,ON
24.546566243689572,74,ON
24.561337513652333,13,ON
24.563433903797243,55,ON
24.568716353264847,68,OFF
24.56971427393168,26,ON
24.651774718731783,35,ON
24.657387397413117,97,OFF
24.68241150774629,92,ON
24.760938772940936,67,OFF
24.840515765979035,95,ON
24.848671213452228,27,ON
24.857672214953674,56,ON
24.871291216535983,44,ON
24.912479976370093,40,OFF
24.91476632371388,42,ON
24.94815172892291,66,OFF
24.954567614759462,60,OFF
24.978998784441277,71,ON
24.997149188298028,16,ON
25.04921688226017,25,ON
25.07142111177988,83,OFF
25.085793632073244,29,ON
25.09137261454405,41,ON
25.13914772085048,93,OFF
25.155269712632546,20,ON
25.17012340948537,0,OFF
25.194522889100995,31,ON
25.29914529347031,5,ON
25.317134834114775,1,ON
25.31878032275219,54,ON
25.32052930624731,14,ON
25.378732960308128,33,ON
25.42780434265435,91,ON
25.433134531408722,88,OFF
25.45543229098566,62,OFF
25.49689722191297,30,OFF
25.5015653952059,84,OFF
25.56274005404217,57,ON
25.571899621840032,3,OFF
