0.0
73.0
47.0
47.0
52.0
48.0
63.0
60.0
48.0
54.0
56.0
45.0
59.0
50.0
63.0
49.0
50.0
55.0
51.0
49.0
64.0
55.0
49.0
61.0
61.0
50.0
54.0
49.0
47.0
57.0
63.0
50.0
49.0
47.0
53.0
43.0
59.0
56.0
51.0
50.0
56.0
58.0
60.0
50.0
53.0
55.0
54.0
58.0
52.0
60.0
